timestamp,main_state_changes,main_state
64000,0,0
569000,0,0
1074000,0,0
1581000,0,0
2088000,0,0
2402000,0,0
2908000,0,0
3411000,0,0
3914000,0,0
4423000,0,0
4925000,0,0
5431000,0,0
5935000,0,0
6442000,0,0
6950000,0,0
7454000,0,0
7959000,0,0
8465000,0,0
8974000,0,0
9480000,0,0
9988000,0,0
10493000,0,0
11002000,0,0
11111000,1,4
11618000,1,4
12125000,1,4
12631000,1,4
13136000,1,4
13639000,1,4
14144000,1,4
14327000,1,4
14841000,1,4
15058000,1,4
15166000,2,7
15673000,2,7
16181000,2,7
16686000,2,7
17195000,2,7
17700000,2,7
18206000,2,7
18699000,2,7
18711000,2,7
19219000,2,7
19724000,2,7
20229000,2,7
20734000,2,7
21238000,2,7
21745000,2,7
22253000,2,7
22760000,2,7
23266000,2,7
23735000,2,7
23747000,2,7
24253000,2,7
24759000,2,7
25264000,2,7
25773000,2,7
26278000,2,7
26786000,2,7
27292000,2,7
27802000,2,7
28305000,2,7
28814000,2,7
29320000,2,7
29824000,2,7
30330000,2,7
30837000,2,7
31343000,2,7
31849000,2,7
32354000,2,7
32860000,2,7
33363000,2,7
33869000,2,7
34373000,2,7
34876000,2,7
35381000,2,7
35891000,2,7
36396000,2,7
36903000,2,7
37408000,2,7
37918000,2,7
38422000,2,7
38749000,2,7
39254000,2,7
39758000,2,7
40267000,2,7
40770000,2,7
41276000,2,7
41782000,2,7
42286000,2,7
42797000,2,7
43302000,2,7
43810000,2,7
44315000,2,7
44817000,2,7
45325000,2,7
45830000,2,7
46338000,2,7
46846000,2,7
47356000,2,7
47865000,2,7
48372000,2,7
48872000,2,7
49382000,2,7
49888000,2,7
50396000,2,7
50904000,2,7
51407000,2,7
51910000,2,7
52417000,2,7
52923000,2,7
53430000,2,7
53937000,2,7
54444000,2,7
54946000,2,7
55452000,2,7
55961000,2,7
56469000,2,7
56974000,2,7
57481000,2,7
57984000,2,7
58485000,2,7
58989000,2,7
59497000,2,7
59557000,2,7
60066000,2,7
60079000,2,7
