timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5520000,0.0,0.0,51.3121,0.0,0.0,0.0,0.0,1,0,0,0
11006000,40.15403018282406,116.25936786229813,51.263157,0.009209615,0.013793362,0.0489417,-0.003108149,1,1,1,0
13638000,40.15403018282406,116.25936786229813,51.263157,0.009209615,0.013793362,0.0489417,-0.0030727917,1,1,1,0
15205000,40.154030479782136,116.25936820954803,51.24352,0.042229846,0.043305367,0.06858037,0.00037619603,1,1,1,0
25063000,40.15402979951549,116.25936880299122,51.417587,-0.033412352,0.0937408,-0.10548793,-0.007862233,1,1,1,0
27305000,40.15402979951549,116.25936880299122,51.417587,-0.033412352,0.0937408,-0.10548793,-0.012019747,1,1,1,0
39296000,40.15402979951549,116.25936880299122,51.417587,-0.033412352,0.0937408,-0.10548793,-0.013911654,1,1,1,0
57630000,40.15402979951549,116.25936880299122,51.417587,-0.033412352,0.0937408,-0.10548793,-0.014163284,1,1,1,0
60516000,40.154031525319944,116.25936872538198,65.77998,0.15848835,0.087144956,-14.47188,-0.0019182755,1,1,1,0
60684000,40.15403480138827,116.25936865709518,64.94259,0.5227705,0.08134141,-13.634486,-0.008011171,1,1,1,0
60816000,40.154037089843094,116.2593685222517,64.08697,0.7772351,0.06988136,-12.77886,-0.007459856,1,1,1,0
60927000,40.15403881033355,116.2593684159672,63.2355,0.9685449,0.06084847,-11.927396,-0.004603198,1,1,1,0
61025000,40.15404019142922,116.25936829497677,62.39953,1.1221157,0.05056576,-11.091425,-0.0050020497,1,1,1,0
61121000,40.15404133883024,116.25936816329603,61.548824,1.2497009,0.039374504,-10.24072,-0.001238314,1,1,1,0
