timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
528000,0.0,0.0,0.0,0.0
532000,0.0,0.0,0.0,0.0
731000,0.0,0.0,0.0,0.0
929000,0.0,0.0,0.0,0.0
1128000,0.0,0.0,0.0,0.0
1330000,0.0,0.0,0.0,0.0
1531000,0.0,0.0,0.0,0.0
1731000,0.0,0.0,0.0,0.0
1928000,0.0,0.0,0.0,0.0
2128000,0.0,0.0,0.0,0.0
2328000,0.0,0.0,0.0,0.0
2528000,0.0,0.0,0.0,0.0
2730000,0.0,0.0,0.0,0.0
2931000,0.0,0.0,0.0,0.0
3130000,0.0,0.0,0.0,0.0
3331000,0.0,0.0,0.0,0.0
3529000,0.0,0.0,0.0,0.0
3729000,0.0,0.0,0.0,0.0
3930000,0.0,0.0,0.0,0.0
4130000,0.0,0.0,0.0,0.0
4330000,0.0,0.0,0.0,0.0
4531000,0.0,0.0,0.0,0.0
4728000,0.0,0.0,0.0,0.0
4928000,0.0,0.0,0.0,0.0
5129000,0.0,0.0,0.0,0.0
5331000,0.0,0.0,0.0,0.0
5531000,0.0,0.0,0.0,0.0
5731000,0.0,0.0,0.0,0.0
5931000,0.0,0.0,0.0,0.0
6128000,0.0,0.0,0.0,0.0
6328000,0.0,0.0,0.0,0.0
6529000,0.0,0.0,0.0,0.0
6729000,0.0,0.0,0.0,0.0
6929000,0.0,0.0,0.0,0.0
7130000,0.0,0.0,0.0,0.0
7330000,0.0,0.0,0.0,0.0
7529000,0.0,0.0,0.0,0.0
7730000,0.0,0.0,0.0,0.0
7930000,0.0,0.0,0.0,0.0
8131000,0.0,0.0,0.0,0.0
8329000,0.0,0.0,0.0,0.0
8532000,0.0,0.0,0.0,0.0
8730000,0.0,0.0,0.0,0.0
8928000,0.0,0.0,0.0,0.0
9131000,0.0,0.0,0.0,0.0
9331000,0.0,0.0,0.0,0.0
9532000,0.0,0.0,0.0,0.0
9728000,0.0,0.0,0.0,0.0
9931000,0.0,0.0,0.0,0.0
10131000,0.0,0.0,0.0,0.0
10329000,0.0,0.0,0.0,0.0
10531000,0.0,0.0,0.0,0.0
10728000,0.0,0.0,0.0,0.0
10931000,0.0,0.0,0.0,0.0
11129000,0.0,0.0,0.0,0.0
11331000,0.0,0.0,0.0,0.0
11531000,0.0,0.0,0.0,0.0
11729000,0.0,0.0,0.0,0.0
11929000,0.0,0.0,0.0,0.0
12130000,0.0,0.0,0.0,0.0
12329000,0.0,0.0,0.0,0.0
12529000,0.0,0.0,0.0,0.0
12729000,0.0,0.0,0.0,0.0
12930000,0.0,0.0,0.0,0.0
13130000,0.0,0.0,0.0,0.0
13330000,0.0,0.0,0.0,0.0
13530000,0.0,0.0,0.0,0.0
13730000,0.0,0.0,0.0,0.0
13928000,0.0,0.0,0.0,0.0
14129000,0.0,0.0,0.0,0.0
14329000,0.0,0.0,0.0,0.0
14525000,0.0,0.0,0.0,0.0
14729000,0.0,0.0,0.0,0.0
14928000,0.0,0.0,0.0,0.0
15129000,0.0,0.0,0.0,0.0
15329000,0.0,0.0,0.0,0.0
15528000,0.0,0.0,0.0,0.0
15728000,0.0,0.0,0.0,0.0
15924000,0.0,0.0,0.0,0.0
16128000,0.0,0.0,0.0,0.0
16328000,0.0,0.0,0.0,0.0
16529000,0.0,0.0,0.0,0.0
16729000,0.0,0.0,0.0,0.0
16931000,0.0,0.0,0.0,0.0
17128000,0.0,0.0,0.0,0.0
17330000,0.0,0.0,0.0,0.0
17531000,0.0,0.0,0.0,0.0
17728000,0.0,0.0,0.0,0.0
17931000,0.0,0.0,0.0,0.0
18128000,0.0,0.0,0.0,0.0
18328000,0.0,0.0,0.0,0.0
18524000,0.0,0.0,0.0,0.0
18729000,0.0,0.0,0.0,0.0
18930000,0.0,0.0,0.0,0.0
19128000,0.0,0.0,0.0,0.0
19330000,0.0,0.0,0.0,0.0
19528000,0.0,0.0,0.0,0.0
19728000,0.0,0.0,0.0,0.0
19928000,0.0,0.0,0.0,0.0
20131000,0.0,0.0,0.0,0.0
20328000,0.0,0.0,0.0,0.0
20530000,0.0,0.0,0.0,0.0
20731000,0.0,0.0,0.0,0.0
20928000,0.0,0.0,0.0,0.0
21129000,0.0,0.0,0.0,0.0
21330000,0.0,0.0,0.0,0.0
21530000,0.0,0.0,0.0,0.0
21730000,0.0,0.0,0.0,0.0
21927000,0.0,0.0,0.0,0.0
22129000,0.0,0.0,0.0,0.0
22330000,0.0,0.0,0.0,0.0
22528000,0.0,0.0,0.0,0.0
22730000,0.0,0.0,0.0,0.0
22930000,0.0,0.0,0.0,0.0
23131000,0.0,0.0,0.0,0.0
