timestamp,mag_inconsistency_angle
528000,0.0
1003000,0.00060332485
1503000,2.9267321e-05
2000000,2.3263157e-05
2500000,8.71574e-05
3004000,0.00093290844
3501000,0.00010229581
4002000,2.74806e-05
4503000,0.0002563335
5000000,0.00033949746
5503000,8.392958e-05
6003000,0.00031601073
6501000,2.8632418e-05
7001000,0.00024490576
7501000,0.00035859668
8002000,0.00032462177
8430000,7.988629e-05
9000000,0.00090012513
9503000,0.00011418157
10003000,0.00018864818
10503000,0.00015955961
11000000,0.00058641366
11499000,2.9322911e-05
12001000,0.0006161027
12501000,5.963425e-05
13002000,0.00046954417
13502000,0.00040384135
14001000,0.0006454212
14501000,0.00018101258
14996000,0.00038690885
15235000,8.066826e-05
59762000,7.6634846e-05
59766000,7.28031e-05
60262000,1.6421054e-05
