timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
541000,541000,-0.00010151956,6.1868544e-05,0.0001448717,0.0,0.0,0.0,0.0,-1.0
545000,545000,-0.0005416958,-0.0009576933,0.0003005404,0.0,0.0,0.0,0.0,-1.0
589000,589000,-0.0011600079,-0.0018450404,0.001625431,0.0,0.0,0.0,0.0,-1.0
642000,642000,-0.00040356038,-0.00041353138,0.0008349929,0.0,0.0,0.0,0.0,-1.0
694000,694000,4.5524008e-05,-0.0027228093,-0.0006556659,0.0,0.0,0.0,0.0,-1.0
738000,738000,-0.0012325577,-0.00084115716,0.00050038315,0.0,0.0,0.0,0.0,-1.0
790000,790000,0.0003586083,0.0008279892,0.00039848834,0.0,0.0,0.0,0.0,-1.0
842000,842000,-0.0016324907,-0.0005765646,-0.0007959436,0.0,0.0,0.0,0.0,-1.0
891000,891000,0.0027192787,-0.00040675193,0.0010698588,0.0,0.0,0.0,0.0,-1.0
943000,943000,0.001196406,0.00234554,-0.00014499083,0.0,0.0,0.0,0.0,-1.0
991000,991000,-0.000536052,-0.002042573,0.00010803947,0.0,0.0,0.0,0.0,-1.0
1041000,1041000,-0.0026030242,0.0007913529,0.0005989313,0.0,0.0,0.0,0.0,-1.0
1093000,1093000,-0.00054332253,-0.0013825394,-0.00041669677,0.0,0.0,0.0,0.0,-1.0
1142000,1142000,-0.0008478311,0.00087779376,0.0007889736,0.0,0.0,0.0,0.0,-1.0
1194000,1194000,0.00061520166,0.0010686892,-0.000261853,0.0,0.0,0.0,0.0,-1.0
1242000,1242000,0.0022693363,-0.0010854097,0.0005225592,0.0,0.0,0.0,0.0,-1.0
1294000,1294000,-0.00015026165,0.0012588103,0.0005291246,0.0,0.0,0.0,0.0,-1.0
1342000,1342000,-0.0009484421,-0.0010290381,-7.5575874e-05,0.0,0.0,0.0,0.0,-1.0
1394000,1394000,0.00015137237,0.0024460563,-0.0003101768,0.0,0.0,0.0,0.0,-1.0
1442000,1442000,0.0006536645,0.0001751585,-0.001097576,0.0,0.0,0.0,0.0,-1.0
1491000,1491000,-0.0024710023,0.000698883,-0.00056289893,0.0,0.0,0.0,0.0,-1.0
1544000,1544000,4.211004e-06,0.0014423602,9.306846e-05,0.0,0.0,0.0,0.0,-1.0
1592000,1592000,0.0024215113,-0.0002310857,0.00030641348,0.0,0.0,0.0,0.0,-1.0
1643000,1643000,0.0012575819,0.0024364877,-5.71295e-05,0.0,0.0,0.0,0.0,-1.0
1691000,1691000,0.00062006764,0.0015859023,0.0001217095,0.0,0.0,0.0,0.0,-1.0
1743000,1743000,-3.9136445e-05,0.0005531346,0.00045052386,0.0,0.0,0.0,0.0,-1.0
1787000,1787000,0.0010923037,5.6709978e-05,-0.0004223933,0.0,0.0,0.0,0.0,-1.0
1843000,1843000,6.674731e-05,0.00057422486,-3.7105965e-05,0.0,0.0,0.0,0.0,-1.0
1891000,1891000,-0.0006727353,-0.0008065175,0.000802576,0.0,0.0,0.0,0.0,-1.0
1943000,1943000,0.0016193821,-0.0011855972,-0.00032063082,0.0,0.0,0.0,0.0,-1.0
1991000,1991000,-0.0013999046,-0.0017209122,0.00020776324,0.0,0.0,0.0,0.0,-1.0
2044000,2044000,0.0019449418,-0.00025668927,-0.0006639806,0.0,0.0,0.0,0.0,-1.0
2092000,2092000,0.00081563165,0.00033194857,-0.0006230802,0.0,0.0,0.0,0.0,-1.0
2142000,2142000,-0.0016543204,0.0003033952,-0.00031089826,0.0,0.0,0.0,0.0,-1.0
2194000,2194000,-0.00019480781,0.0013656088,0.0005463048,0.0,0.0,0.0,0.0,-1.0
2242000,2242000,-9.774143e-05,0.0013156557,-0.00074152765,0.0,0.0,0.0,0.0,-1.0
2294000,2294000,-0.00070822495,8.533124e-05,0.00046872508,0.0,0.0,0.0,0.0,-1.0
2342000,2342000,0.0013251915,0.0010331637,-0.00023518587,0.0,0.0,0.0,0.0,-1.0
2394000,2394000,0.0008011637,-0.00090123573,0.0009609414,0.0,0.0,0.0,0.0,-1.0
