timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1001000,0,0.29214936,0.29214936,24.668434,0
2002000,0,0.2886693,0.2886693,24.668434,0
3000000,0,-0.11481618,-0.11481618,24.668434,0
4003000,0,0.04693183,0.04693183,24.668434,0
5001000,0,0.36020067,0.36020067,24.668434,0
6000000,0,0.077941895,0.077941895,24.668434,0
7002000,0,-0.07864597,-0.07864597,24.668434,0
8000000,0,-0.061461482,-0.061461482,24.668434,0
9002000,0,0.039555725,0.039555725,24.668434,0
10000000,0,-0.51109314,-0.51109314,24.668434,0
11003000,0,0.642368,0.642368,24.668434,0
12003000,0,-0.3490667,-0.3490667,24.668434,0
13002000,0,0.26439023,0.26439023,24.668434,0
14000000,0,-0.094794095,-0.094794095,24.668434,0
15003000,0,0.6029074,0.6029074,24.668434,0
15996000,0,-0.40144315,-0.40144315,24.668434,0
17001000,0,0.3092277,0.3092277,24.668434,0
18000000,0,0.5414131,0.5414131,24.668434,0
19002000,0,0.20682108,0.20682108,24.668434,0
20000000,0,0.5989525,0.5989525,24.668434,0
21000000,0,0.15139864,0.15139864,24.668434,0
22003000,0,-0.5764421,-0.5764421,24.668434,0
23001000,0,0.44837892,0.44837892,24.668434,0
24001000,0,0.6474511,0.6474511,24.668434,0
25001000,0,0.17286101,0.17286101,24.668324,0
26000000,0,-0.19654948,-0.19654948,24.668278,0
27000000,0,2.479012,2.479012,24.661276,0
28002000,0,4.7266335,4.7266335,24.644814,0
29003000,0,4.2447987,4.2447987,24.627308,0
30000000,0,4.4769382,4.4769382,24.609152,0
31002000,0,5.4328394,5.4328394,24.590584,0
32001000,0,0.5941923,0.5941923,24.577986,0
33000000,0,-0.33702818,-0.33702818,24.574007,0
34001000,0,0.08574409,0.08574409,24.572588,0
35003000,0,-0.46121255,-0.46121255,24.571842,0
36002000,0,-0.60416305,-0.60416305,24.57152,0
37003000,0,-0.22050291,-0.22050291,24.571451,0
38001000,0,0.009278536,0.009278536,24.571512,0
39003000,0,0.37409768,0.37409768,24.571709,0
40000000,0,3.7006981,3.7006981,24.549282,0
41002000,0,2.8057778,2.8057778,24.534172,0
42001000,0,3.7133143,3.7133143,24.519432,0
43002000,0,3.3702002,3.3702002,24.504665,0
43996000,0,3.297713,3.297713,24.490032,0
45001000,0,2.837501,2.837501,24.475227,0
46000000,0,2.7366514,2.7366514,24.46051,0
47000000,0,2.5704937,2.5704937,24.445766,0
48001000,0,3.1417787,3.1417787,24.431032,0
48998000,0,3.425435,3.425435,24.416327,0
50001000,0,3.4961126,3.4961126,24.40155,0
51000000,0,2.5251994,2.5251994,24.386847,0
52001000,0,3.4885197,3.4885197,24.372084,0
53000000,0,2.6295485,2.6295485,24.35738,0
54001000,0,3.1057014,3.1057014,24.342615,0
55003000,0,3.7339985,3.7339985,24.327847,0
56001000,0,2.7615275,2.7615275,24.313158,0
57000000,0,3.393528,3.393528,24.29842,0
58000000,0,3.464666,3.464666,24.283678,0
59001000,0,2.819676,2.819676,24.26893,0
59997000,0,2.519307,2.519307,24.254257,0
61001000,0,7.205195,7.205195,24.264372,0
