timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
486000,478000,197644,0.27762848,-0.033359524,0.47186548,0
989000,980800,197644,0.27563158,-0.0335292,0.46981594,0
1501000,1493000,197644,0.27709332,-0.032612156,0.47144708,0
1985000,1977000,197644,0.27680668,-0.03412944,0.4724217,0
2491000,2483000,197644,0.27702838,-0.032804478,0.47140646,0
2999000,2991000,197644,0.27872363,-0.033161882,0.47045156,0
3486000,3478000,197644,0.27631718,-0.032434404,0.4699409,0
4002000,3994000,197644,0.2764306,-0.03398503,0.47066766,0
4485000,4477000,197644,0.27763444,-0.03315387,0.47077337,0
4988000,4980000,197644,0.27672765,-0.033639733,0.4704484,0
5496000,5488000,197644,0.27658913,-0.03430282,0.4726956,0
5998000,5990000,197644,0.2775721,-0.032666806,0.47191238,0
6503000,6495000,197644,0.27690765,-0.032385897,0.4705119,0
6984000,6976000,197644,0.27675077,-0.033842973,0.4695548,0
7490000,7482000,197644,0.27696472,-0.034148883,0.4722658,0
7994000,7986000,197644,0.277787,-0.033131283,0.47073182,0
8495000,8487000,197644,0.2778357,-0.034212958,0.47179,0
9001000,8993000,197644,0.276572,-0.031761426,0.47261372,0
9501000,9493000,197644,0.27707535,-0.035369355,0.47255787,0
9988000,9978000,197644,0.2769221,-0.033764515,0.47083104,0
10492000,10484000,197644,0.27844903,-0.034488756,0.47371957,0
10996000,10988000,197644,0.27814522,-0.035657853,0.47106948,0
11485000,11477000,197644,0.27505165,-0.03433233,0.47108802,0
11989000,11981000,197644,0.27661952,-0.03387655,0.47086594,0
12491000,12483000,197644,0.27613866,-0.033114996,0.47270057,0
12984000,12974000,197644,0.2751655,-0.033375256,0.47307667,0
13484000,13476000,197644,0.27631792,-0.0339388,0.47180215,0
13990000,13982000,197644,0.2765859,-0.03431068,0.47057492,0
14501000,14493000,197644,0.27580002,-0.03380325,0.47134954,0
14985000,14977000,197644,0.27737626,-0.032827374,0.4712,0
15489000,15481000,197644,0.27819926,-0.03387778,0.47135377,0
16001000,15993000,197644,0.27805874,-0.032292496,0.47076413,0
16484000,16476000,197644,0.27654675,-0.034902688,0.47266775,0
16989000,16981000,197644,0.27575037,-0.03478479,0.47091636,0
17485000,17475000,197644,0.27717075,-0.033325955,0.47080106,0
17986000,17978000,197644,0.27736595,-0.033039622,0.47176185,0
18487000,18479000,197644,0.27676624,-0.033672374,0.4713502,0
19004000,18990500,197644,0.2775855,-0.031155638,0.4714766,0
19501000,19493000,197644,0.27683052,-0.032354258,0.47170454,0
19992000,19984000,197644,0.27719924,-0.033821553,0.4714724,0
20487000,20479000,197644,0.27823538,-0.033125494,0.47164986,0
21000000,20991200,197644,0.28229457,-0.033178393,0.46917638,0
21485000,21477000,197644,0.2847054,-0.035028905,0.46886864,0
21993000,21985000,197644,0.28415138,-0.032576602,0.46856952,0
22494000,22486000,197644,0.28221747,-0.034174874,0.46716028,0
22981000,22973000,197644,0.28017265,-0.03420784,0.46986777,0
23484000,23476000,197644,0.2778682,-0.033654,0.47032267,0
23986000,23978000,197644,0.27714163,-0.03222802,0.4725659,0
24497000,24489000,197644,0.27397248,-0.036701635,0.47127557,0
24980000,24972000,197644,0.2748401,-0.037258156,0.47343728,0
25485000,25477000,197644,0.27116522,-0.036499266,0.47402415,0
25991000,25983000,197644,0.2769226,-0.03135781,0.47179675,0
26491000,26483000,197644,0.28070554,-0.03880558,0.4677979,0
26994000,26986000,197644,0.28194317,-0.040719666,0.4657093,0
27497000,27489000,197644,0.27999446,-0.039499573,0.46773067,0
27989000,27981000,197644,0.27518734,-0.036442064,0.47436452,0
28497000,28489000,197644,0.27233505,-0.03736086,0.47544572,0
29002000,28994000,197644,0.2734874,-0.03827259,0.47429657,0
29483000,29475000,197644,0.2755931,-0.031462647,0.4723013,0
29987000,29979000,197644,0.2806824,-0.032138906,0.47202548,0
30488000,30480000,197644,0.28049895,-0.03337832,0.4676559,0
30994000,30986000,197644,0.27809402,-0.034502815,0.47129202,0
31485000,31477000,197644,0.27598283,-0.032188576,0.47226903,0
31998000,31988000,197644,0.2766095,-0.03437019,0.47057372,0
32488000,32480000,197644,0.27732044,-0.03507051,0.4698021,0
32990000,32982000,197644,0.27666956,-0.036842342,0.47137514,0
33498000,33490000,197644,0.2749013,-0.03854174,0.4703509,0
33989000,33979000,197644,0.27667043,-0.03565796,0.47375238,0
34495000,34487000,197644,0.27249736,-0.0418563,0.47194067,0
34997000,34989000,197644,0.27577758,-0.04246635,0.47070122,0
35488000,35480000,197644,0.27605477,-0.04164687,0.46921802,0
35994000,35986000,197644,0.2755178,-0.03358761,0.47300634,0
36480000,36472000,197644,0.27630445,-0.03174874,0.47158393,0
36988000,36980000,197644,0.28082284,-0.032464083,0.46807462,0
37489000,37481000,197644,0.27458173,-0.03187461,0.47197133,0
37996000,37988000,197644,0.27233657,-0.03257056,0.4751618,0
38499000,38491000,197644,0.27648902,-0.03548355,0.47445092,0
39002000,38994000,197644,0.27849337,-0.03982229,0.47002217,0
39492000,39484000,197644,0.23014688,-0.058753062,0.4828638,0
39995000,39987000,197644,0.2527753,0.030494196,0.44082442,0
40495000,40487000,197644,0.33814377,-0.024154203,0.5090845,0
40985000,40977000,197644,0.25066763,-0.049262486,0.52632475,0
41488000,41480000,197644,0.2845955,-0.01177897,0.4586256,0
41990000,41982000,197644,0.24386573,-0.08430465,0.45193815,0
42501000,42492600,197644,0.20575051,-0.09660926,0.50946325,0
43003000,42995000,197644,0.2859772,-0.092229165,0.46141186,0
43490000,43482000,197644,0.24308367,-0.034952912,0.537345,0
44002000,43991333,197644,0.3353084,-0.071516365,0.42666277,0
44487000,44479000,197644,0.25385126,0.013395883,0.49227914,0
44992000,44984000,197644,0.27065295,-0.117049314,0.5084562,0
45498000,45490000,197644,0.2892898,-0.037212998,0.43055803,0
45987000,45979000,197644,0.28113887,-0.025372332,0.5399693,0
46487000,46479000,197644,0.24999177,-0.09231632,0.45270473,0
46989000,46981000,197644,0.3001117,-0.009625289,0.42944732,0
47491000,47483000,197644,0.28165793,-0.10217931,0.40027127,0
47992000,47984000,197644,0.31555367,-0.111098886,0.42659637,0
48495000,48487000,197644,0.30671352,0.01871176,0.5404707,0
48996000,48988000,197644,0.21240659,-0.06438442,0.53112954,0
49485000,49477000,197644,0.25215855,-0.044676803,0.42743158,0
49986000,49978000,197644,0.31968814,-0.054076355,0.46899542,0
50497000,50489000,197644,0.25576434,-0.018936282,0.4647881,0
51002000,50994000,197644,0.24508773,-0.02450458,0.47707772,0
51486000,51478000,197644,0.29687926,-0.09157334,0.3913836,0
51987000,51979000,197644,0.30230078,-0.11117961,0.3825903,0
52491000,52483000,197644,0.25515804,-0.04545248,0.51226294,0
52993000,52985000,197644,0.31991288,0.0066865566,0.52738833,0
53498000,53490000,197644,0.24258927,-0.052286804,0.45770836,0
54003000,53995000,197644,0.2504191,-0.02218741,0.3878033,0
54499000,54488500,197644,0.22828361,0.072558105,0.423635,0
55002000,54994000,197644,0.20441996,-0.012485585,0.49906212,0
55485000,55477000,197644,0.22004218,-0.060851205,0.5457118,0
55987000,55979000,197644,0.2674283,-0.035360515,0.44823313,0
56487000,56479000,197644,0.27722347,-0.035879415,0.48538628,0
56999000,56991000,197644,0.29449302,0.059100986,0.42668763,0
57490000,57482000,197644,0.29350016,-0.014047212,0.4542721,0
57983000,57975000,197644,0.2595137,-0.10090595,0.46761772,0
58488000,58480000,197644,0.29248792,-0.07391591,0.46711126,0
58995000,58987000,197644,0.27789515,-0.06867753,0.5137426,0
59501000,59493000,197644,0.31168148,-0.03968259,0.4223015,0
60003000,59995000,197644,0.24376069,0.0332402,0.4708615,0
60492000,60484000,197644,0.24635135,-0.018401548,0.5975327,0
