timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1000000,1000000,6620172,0,1013.1181,24.993435
2003000,2003000,6620172,0,1013.1179,24.993435
3003000,3003000,6620172,0,1013.1165,24.993435
4003000,4003000,6620172,0,1013.1398,24.993435
5001000,5001000,6620172,0,1013.13715,24.993435
6003000,6003000,6620172,0,1013.11804,24.993435
7003000,7003000,6620172,0,1013.1194,24.993435
8003000,8003000,6620172,0,1013.1231,24.993435
9002000,9002000,6620172,0,1013.13745,24.993435
10002000,10002000,6620172,0,1013.1326,24.993435
11001000,11001000,6620172,0,1013.14124,24.993435
11997000,11997000,6620172,0,1013.11743,24.993435
13002000,13002000,6620172,0,1013.1333,24.993435
14003000,14003000,6620172,0,1013.13983,24.993435
15001000,15001000,6620172,0,1013.1388,24.993435
16003000,16003000,6620172,0,1013.1394,24.993435
17003000,17003000,6620172,0,1013.1299,24.993435
18002000,18002000,6620172,0,1013.1171,24.993435
19003000,19003000,6620172,0,1013.12524,24.993435
20003000,20003000,6620172,0,1013.116,24.993435
21003000,21003000,6620172,0,1013.1383,24.993435
22001000,22001000,6620172,0,1013.13855,24.993435
23000000,23000000,6620172,0,1013.1316,24.993435
24002000,24002000,6620172,0,1013.1367,24.993435
25002000,25002000,6620172,0,1013.1249,24.993397
26000000,26000000,6620172,0,1013.12756,24.993286
27004000,27004000,6620172,0,1012.99774,24.986357
28002000,28002000,6620172,0,1012.7155,24.970413
29001000,29001000,6620172,0,1012.3857,24.953064
30001000,30001000,6620172,0,1012.05774,24.93489
31001000,31001000,6620172,0,1011.70294,24.916225
32003000,32003000,6620172,0,1011.46735,24.903025
33003000,33003000,6620172,0,1011.38654,24.89847
34001000,34001000,6620172,0,1011.33655,24.896538
35001000,35001000,6620172,0,1011.3032,24.895359
36002000,36002000,6620172,0,1011.32227,24.895231
37001000,37001000,6620172,0,1011.31445,24.895424
38002000,38002000,6620172,0,1011.32227,24.895649
39000000,39000000,6620172,0,1011.337,24.89586
40002000,40002000,6620172,0,1011.32904,24.896467
41000000,41000000,6620172,0,1011.3381,24.896503
42001000,42001000,6620172,0,1011.3476,24.896254
43000000,43000000,6620172,0,1011.3257,24.895857
44000000,44000000,6620172,0,1011.31665,24.895727
45003000,45003000,6620172,0,1011.3162,24.895815
46003000,46003000,6620172,0,1011.31586,24.895899
47000000,47000000,6620172,0,1011.3221,24.895853
48001000,48001000,6620172,0,1011.32025,24.895853
49002000,49002000,6620172,0,1011.3117,24.895773
49998000,49998000,6620172,0,1011.3096,24.895576
51003000,51003000,6620172,0,1011.31757,24.895544
51998000,51998000,6620172,0,1011.3099,24.895626
53000000,53000000,6620172,0,1011.3135,24.895628
54003000,54003000,6620172,0,1011.3194,24.89563
55001000,55001000,6620172,0,1011.3416,24.895954
