timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
27791000,27791000,0.4911498,0.000981732,0.104249954,5.508154,0.0002192316,4.852046,0
27799000,27799000,0.4911498,0.0009817329,0.104249954,5.508154,0.0002192316,4.852046,0
27891000,27891000,0.4911498,0.0009817454,0.104249954,5.508154,0.0002192316,4.852046,0
27998000,27998000,0.4911498,0.0009817593,0.104249954,5.508154,0.0002192316,4.852046,0
28098000,28098000,0.4911498,0.0009817727,0.104249954,5.508154,0.0002192316,4.852046,0
28198000,28198000,0.4911498,0.000981786,0.104249954,5.508154,0.0002192316,4.852046,0
28298000,28298000,0.4911498,0.0009817994,0.104249954,5.508154,0.0002192316,4.852046,0
28398000,28398000,0.4911498,0.0009818128,0.104249954,5.508154,0.0002192316,4.852046,0
28489000,28489000,0.4911498,0.0009818254,0.104249954,5.508154,0.0002192316,4.852046,0
28589000,28589000,0.4911498,0.0009818388,0.104249954,5.508154,0.0002192316,4.852046,0
28689000,28689000,0.4911498,0.0009818522,0.104249954,5.508154,0.0002192316,4.852046,0
28798000,28798000,0.4911498,0.0009818666,0.104249954,5.508154,0.0002192316,4.852046,0
28898000,28898000,0.4911498,0.00098188,0.104249954,5.508154,0.0002192316,4.852046,0
28988000,28988000,0.4911498,0.0009818922,0.104249954,5.508154,0.0002192316,4.852046,1
29089000,29089000,0.4911498,0.0009819058,0.104249954,5.508154,0.0002192316,4.852046,1
29189000,29189000,0.4911498,0.0009819192,0.104249954,5.508154,0.0002192316,4.852046,1
29289000,29289000,0.4911498,0.0009819326,0.104249954,5.508154,0.0002192316,4.852046,1
29389000,29389000,0.4911498,0.000981946,0.104249954,5.508154,0.0002192316,4.852046,1
29497000,29497000,0.4911498,0.000981962,0.104249954,5.508154,0.0002192316,4.852046,1
29598000,29598000,0.4911498,0.0009819757,0.104249954,5.508154,0.0002192316,4.852046,1
29698000,29698000,0.4911498,0.0009819891,0.104249954,5.508154,0.0002192316,4.852046,1
29796000,29796000,0.4911498,0.000982002,0.104249954,5.508154,0.0002192316,4.852046,1
29896000,29896000,0.4911498,0.0009820154,0.104249954,5.508154,0.0002192316,4.852046,1
29996000,29996000,0.4911498,0.0009820296,0.104249954,5.508154,0.0002192316,4.852046,1
30097000,30097000,0.4911498,0.0009820433,0.104249954,5.508154,0.0002192316,4.852046,1
30195000,30195000,0.4911498,0.0009820563,0.104249954,5.508154,0.0002192316,4.852046,1
30287000,30287000,0.4911498,0.000982068,0.104249954,5.508154,0.0002192316,4.852046,1
30397000,30397000,0.4911498,0.0009820827,0.104249954,5.508154,0.0002192316,4.852046,1
30487000,30487000,0.4911498,0.0009820947,0.104249954,5.508154,0.0002192316,4.852046,1
30587000,30587000,0.4911498,0.0009821081,0.104249954,5.508154,0.0002192316,4.852046,1
30687000,30687000,0.4911498,0.0009821214,0.104249954,5.508154,0.0002192316,4.852046,1
30788000,30788000,0.4911498,0.0009821351,0.104249954,5.508154,0.0002192316,4.852046,1
30888000,30888000,0.4911498,0.0009821485,0.104249954,5.508154,0.0002192316,4.852046,1
30997000,30997000,0.4911498,0.0009821629,0.104249954,5.508154,0.0002192316,4.852046,1
31097000,31097000,0.4911498,0.0009821763,0.104249954,5.508154,0.0002192316,4.852046,1
31197000,31197000,0.4911498,0.0009821897,0.104249954,5.508154,0.0002192316,4.852046,1
31297000,31297000,0.4911498,0.000982203,0.104249954,5.508154,0.0002192316,4.852046,1
31397000,31397000,0.4911498,0.0009822164,0.104249954,5.508154,0.0002192316,4.852046,1
31498000,31498000,0.52441067,0.0006404843,-1.1119257,4.94898,0.027758332,4.737526,1
