timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
60000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
563000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1066000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1567000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2068000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2578000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2626000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3129000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3635000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4138000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4641000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5150000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5656000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6165000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6669000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
7174000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
7679000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
8187000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
8696000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9200000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9712000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
10217000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
10727000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
11214000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
11715000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
12220000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
12731000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
13243000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
13747000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
14258000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
14391000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
14905000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
15112000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
15223000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
15728000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
16238000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
16746000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
17257000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
17763000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
18270000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
18777000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
19052000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
19072000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
19572000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
20083000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
20589000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
21098000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
21602000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
22108000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
22618000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
23122000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
23628000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
24077000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
24088000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24594000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
