timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1002000,92.94922,190.86082,0,2,6657,1024000,0,3,253
2004000,140.73633,94.51735,0,91,9566,1024000,0,3,253
3005000,200.83887,80.65818,0,171,636,1024000,0,3,253
4005000,250.17285,71.68276,0,261,424,1024000,0,3,253
5005000,302.3916,67.3478,0,355,345,1024000,0,3,253
6019000,359.05078,65.23451,0,427,862,1024000,0,3,253
7022000,411.35547,63.217377,0,557,1191,1024000,0,3,253
8022000,465.2002,61.968857,0,666,1011,1024000,0,3,253
9024000,519.56836,61.06104,0,778,1191,1024000,0,3,253
10024000,572.9668,60.25521,0,896,1675,1024000,0,3,253
11024000,629.91016,59.940067,0,1012,1103,1024000,0,3,253
12027000,689.66797,59.908615,0,1144,1419,1024000,0,3,253
13028000,748.16797,59.791256,0,1233,2086,1024000,0,3,253
14029000,812.9541,60.156437,0,1307,1718,1024000,0,3,253
15032000,875.52637,60.31042,0,1395,2295,1024000,0,3,253
16032000,938.5303,60.484,0,1511,748,1024000,0,3,253
17034000,995.0918,60.23923,0,1636,1824,1024000,0,3,253
18034000,1051.5752,60.024845,0,1770,1663,1024000,0,3,253
19036000,1108.5117,59.851612,0,1892,2239,1024000,0,3,253
20038000,1164.9863,59.672504,0,2030,1714,1024000,0,3,253
21041000,1222.2676,59.547287,0,2158,2429,1024000,0,3,253
22043000,1279.9531,59.455273,0,2273,2286,1024000,0,3,253
23046000,1338.0,59.384846,0,2360,2208,1024000,0,3,253
24049000,1394.7031,59.263325,0,2460,2225,1024000,0,3,253
25051000,1458.5342,59.44466,0,2549,2188,1024000,0,3,253
26077000,1518.9521,59.42227,0,2631,1860,1024000,0,3,253
27079000,1577.04,59.36757,0,2708,3180,1024000,0,3,253
28081000,1643.7012,59.627846,0,2834,608,1024000,0,3,253
29082000,1708.0684,59.79166,0,2956,346,1024000,0,3,253
30082000,1770.0752,59.86658,0,3091,104,1024000,0,3,253
31082000,1822.9297,59.63718,0,3207,3678,1024000,0,3,253
32085000,1880.2139,59.55698,0,3336,3574,1024000,0,3,253
33085000,1937.3281,59.481983,0,3462,3545,1024000,0,3,253
34086000,1995.7002,59.447147,0,3592,3457,1024000,0,3,253
35086000,2055.121,59.44639,0,3713,3644,1024000,0,3,253
36087000,2114.8037,59.45136,0,3836,3907,1024000,0,3,253
37089000,2179.457,59.590336,0,3941,338,1024000,0,3,253
38092000,2234.7588,59.471455,0,4069,4168,1024000,0,3,253
39094000,2293.3281,59.44499,0,4188,4053,1024000,0,3,253
40095000,2359.4453,59.61206,0,4299,678,1024000,0,3,253
41098000,2423.3096,59.71243,0,4406,766,1024000,0,3,253
42101000,2491.0928,59.9022,0,4539,994,1024000,0,3,253
43101000,2553.9795,59.972282,0,4671,249,1024000,0,3,253
44101000,2614.9502,59.99519,0,4811,665,1024000,0,3,253
45101000,2675.8545,60.01558,0,4926,978,1024000,0,3,253
46102000,2733.3545,59.95908,0,5063,369,1024000,0,3,253
47103000,2790.794,59.903706,0,5191,158,1024000,0,3,253
