timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5515000,0.0,0.0,51.128983,0.0,0.0,0.0,0.0,1,0,0,0
11004000,40.15402995455813,116.259367869881,51.1414,0.117261514,-0.062051207,-0.012415217,-0.0044424376,1,1,1,0
15056000,40.15403026374306,116.25936807280439,51.037544,0.15164131,-0.044805195,0.09143649,-0.0025933585,1,1,1,0
15332000,40.15403026374306,116.25936807280439,51.037544,0.15164131,-0.044805195,0.09143649,-0.0028106582,1,1,1,0
24889000,40.15402959342621,116.25936923062082,51.277622,0.07710548,0.053595077,-0.1597808,-0.0053844415,1,1,1,0
27160000,40.15402959342621,116.25936923062082,51.277622,0.07710548,0.053595077,-0.1597808,-0.0084202625,1,1,1,0
54484000,40.15402959342621,116.25936923062082,51.277622,0.07710548,0.053595077,-0.1597808,-0.0084644975,1,1,1,0
60310000,40.1540277909288,116.25936890602486,65.83762,-0.12332309,0.02600838,-14.719756,-0.0007738846,1,1,1,0
60527000,40.15402785205718,116.2593689789463,64.913124,-0.116525926,0.032205813,-13.7952585,-0.0007007265,1,1,1,0
60719000,40.15402795233711,116.25936873877669,63.62185,-0.105375305,0.011794326,-12.503981,-0.0006504856,1,1,1,0
60816000,40.15402803282957,116.25936873936071,62.813747,-0.09642495,0.011843962,-11.695882,-0.00045229954,1,1,1,0
60917000,40.1540280894088,116.25936882706203,61.900215,-0.09013363,0.019297503,-10.782348,-0.00023248776,1,1,1,0
