timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
515000,-0.9498338,-0.9686443,24.668434,1.0
519000,-0.9498338,-0.9686443,24.668434,1.0
523000,-0.48574075,-0.49536037,24.668434,1.0
527000,-0.48574075,-0.49536037,24.668434,1.0
531000,-0.48574075,-0.49536037,24.668434,1.0
535000,-0.8817328,-0.89919466,24.668434,1.0
539000,-0.8817328,-0.8991944,24.668434,1.0
543000,-0.9236109,-0.9419019,24.668434,1.0
547000,-0.9236109,-0.9419019,24.668434,1.0
551000,-0.9236109,-0.9419019,24.668434,1.0
555000,-0.4348504,-0.44346207,24.668434,1.0
559000,-0.4348504,-0.44346207,24.668434,1.0
563000,-0.9008138,-0.9186533,24.668434,1.0
567000,-0.9008138,-0.9186533,24.668434,1.0
571000,-0.9008138,-0.9186533,24.668434,1.0
575000,0.7442957,0.7590356,24.668434,1.0
579000,0.7442957,0.7590356,24.668434,1.0
583000,-0.711747,-0.72584224,24.668434,1.0
587000,-0.711747,-0.72584224,24.668434,1.0
591000,-0.711747,-0.72584224,24.668434,1.0
595000,-1.0053582,-1.0252676,24.668434,1.0
599000,-1.0053582,-1.0252676,24.668434,1.0
603000,0.69844025,0.7122717,24.668434,1.0
607000,0.69844025,0.7122717,24.668434,1.0
611000,0.69844025,0.7122717,24.668434,1.0
615000,-0.50068283,-0.510598,24.668434,1.0
619000,-0.50068283,-0.510598,24.668434,1.0
623000,-0.41572917,-0.42396197,24.668434,1.0
627000,-0.41572917,-0.42396197,24.668434,1.0
631000,-0.41572917,-0.42396197,24.668434,1.0
635000,0.9307482,0.9491801,24.668434,1.0
639000,0.9307482,0.9491801,24.668434,1.0
643000,-0.47547606,-0.48489228,24.668434,1.0
647000,-0.47547606,-0.48489228,24.668434,1.0
652000,-0.47547606,-0.48489228,24.668434,1.0
656000,-0.70775306,-0.7217692,24.668434,1.0
660000,-0.70775306,-0.7217692,24.668434,1.0
664000,0.94180465,0.9604559,24.668434,1.0
668000,0.94180465,0.9604559,24.668434,1.0
673000,-0.5824887,-0.5940242,24.668434,1.0
677000,-0.5824887,-0.5940242,24.668434,1.0
681000,-0.5824887,-0.5940242,24.668434,1.0
685000,0.72171444,0.7360071,24.668434,1.0
689000,0.72171444,0.7360071,24.668434,1.0
694000,-0.9009397,-0.9187817,24.668434,1.0
698000,-0.9009397,-0.9187817,24.668434,1.0
702000,0.99373734,1.0134171,24.668434,1.0
706000,0.99373734,1.0134171,24.668434,1.0
710000,0.99373734,1.0134171,24.668434,1.0
714000,-0.6342876,-0.64684886,24.668434,1.0
718000,-0.6342876,-0.64684886,24.668434,1.0
722000,0.5631521,0.5743046,24.668434,1.0
726000,0.5631521,0.5743046,24.668434,1.0
730000,0.5631521,0.5743046,24.668434,1.0
734000,0.8407224,0.85737187,24.668434,1.0
738000,0.8407224,0.85737187,24.668434,1.0
742000,0.2823725,0.28796455,24.668434,1.0
750000,0.2823725,0.2879638,24.668434,1.0
754000,0.9099792,0.9279978,24.668434,1.0
758000,0.9099792,0.9279978,24.668434,1.0
762000,0.58655757,0.59817207,24.668434,1.0
766000,0.58655757,0.59817207,24.668434,1.0
770000,0.58655757,0.59817207,24.668434,1.0
774000,0.94504404,0.963757,24.668434,1.0
778000,0.94504404,0.963757,24.668434,1.0
782000,0.7160332,0.7302115,24.668434,1.0
786000,0.7160332,0.7302115,24.668434,1.0
790000,0.7160332,0.7302115,24.668434,1.0
794000,-0.3656213,-0.37286103,24.668434,1.0
798000,-0.3656213,-0.37286103,24.668434,1.0
802000,0.9652383,0.98435295,24.668434,1.0
806000,0.9652383,0.98435295,24.668434,1.0
810000,0.9652383,0.98435295,24.668434,1.0
814000,-0.77489644,-0.7902418,24.668434,1.0
818000,-0.77489644,-0.7902418,24.668434,1.0
822000,0.48712084,0.4967673,24.668434,1.0
826000,0.48712084,0.4967673,24.668434,1.0
830000,0.48712084,0.4967673,24.668434,1.0
834000,-0.06134672,-0.06256157,24.668434,1.0
838000,-0.06134672,-0.06256157,24.668434,1.0
842000,0.64935714,0.66221637,24.668434,1.0
846000,0.64935714,0.66221637,24.668434,1.0
850000,0.64935714,0.66221446,24.668434,1.0
855000,0.24878538,0.25371134,24.668434,1.0
859000,0.24878538,0.25371134,24.668434,1.0
863000,0.5052812,0.5152858,24.668434,1.0
867000,0.5052812,0.5152858,24.668434,1.0
871000,0.5052812,0.5152858,24.668434,1.0
875000,-0.7820578,-0.79754263,24.668434,1.0
879000,-0.7820578,-0.79754263,24.668434,1.0
883000,-0.6192507,-0.6315119,24.668434,1.0
887000,-0.6192507,-0.6315119,24.668434,1.0
891000,-0.6192507,-0.6315119,24.668434,1.0
895000,0.93424374,0.9527418,24.668434,1.0
899000,0.93424374,0.9527418,24.668434,1.0
903000,-1.0131116,-1.0331702,24.668434,1.0
907000,-1.0131116,-1.0331702,24.668434,1.0
911000,0.8019752,0.8178535,24.668434,1.0
915000,0.8019752,0.8178535,24.668434,1.0
919000,0.8019752,0.8178535,24.668434,1.0
923000,0.16765374,0.17097312,24.668434,1.0
927000,0.16765374,0.17097312,24.668434,1.0
931000,0.16765374,0.17097312,24.668434,1.0
935000,-0.9480123,-0.966782,24.668434,1.0
940000,-0.9480123,-0.966782,24.668434,1.0
944000,0.7465086,0.7612887,24.668434,1.0
948000,0.7465086,0.7612887,24.668434,1.0
952000,-0.49497384,-0.5047738,24.668434,1.0
956000,-0.49497384,-0.5047738,24.668434,1.0
960000,-0.49497384,-0.5047729,24.668434,1.0
964000,-0.3856225,-0.3932567,24.668434,1.0
968000,-0.3856225,-0.3932567,24.668434,1.0
972000,0.982196,1.0016406,24.668434,1.0
976000,0.982196,1.0016406,24.668434,1.0
980000,0.982196,1.0016406,24.668434,1.0
984000,0.69063634,0.7043089,24.668434,1.0
988000,0.69063634,0.7043089,24.668434,1.0
992000,0.29844835,0.30435675,24.668434,1.0
996000,0.29844835,0.30435675,24.668434,1.0
1000000,0.29844835,0.30435675,24.668434,1.0
1004000,0.83467185,0.85119593,24.668434,1.0
1012000,-0.70516634,-0.7191285,24.668434,1.0
1016000,-0.70516634,-0.7191285,24.668434,1.0
1020000,-0.70516634,-0.7191285,24.668434,1.0
1032000,-0.3959523,-0.4037921,24.668434,1.0
1036000,-0.3959523,-0.4037921,24.668434,1.0
1044000,-1.006336,-1.0262612,24.668434,1.0
1048000,-1.006336,-1.0262612,24.668434,1.0
1052000,-1.006336,-1.0262612,24.668434,1.0
1057000,-0.8560104,-0.87295926,24.668434,1.0
1065000,-0.97176677,-0.9910078,24.668434,1.0
1069000,-0.97176677,-0.9910078,24.668434,1.0
1077000,0.5562702,0.56728435,24.668434,1.0
1081000,0.5562702,0.56728435,24.668434,1.0
1085000,0.83635736,0.8529173,24.668434,1.0
1093000,0.3797782,0.38729784,24.668434,1.0
1097000,0.3797782,0.38729784,24.668434,1.0
1105000,0.51165134,0.52178204,24.668434,1.0
1113000,0.1398081,0.1425763,24.668434,1.0
1118000,0.1398081,0.14257662,24.668434,1.0
1122000,-0.6817906,-0.6952916,24.668434,1.0
1130000,-0.6817906,-0.6952916,24.668434,1.0
1134000,0.4418225,0.45057157,24.668434,1.0
1138000,0.4418225,0.45057157,24.668434,1.0
1142000,-0.6781962,-0.69162595,24.668434,1.0
1150000,-0.6781962,-0.69162595,24.668434,1.0
1154000,-0.64923424,-0.6620905,24.668434,1.0
1158000,-0.64923424,-0.6620905,24.668434,1.0
1162000,0.70619404,0.72017825,24.668434,1.0
1170000,0.70619404,0.72018033,24.668434,1.0
1174000,0.5178047,0.5280599,24.668434,1.0
1182000,0.6024723,0.6144044,24.668434,1.0
1190000,0.6024723,0.6144044,24.668434,1.0
1198000,0.75318897,0.76810604,24.668434,1.0
1202000,0.6809845,0.69447154,24.668434,1.0
1210000,0.6809845,0.69447154,24.668434,1.0
1218000,0.66647935,0.67968,24.668434,1.0
1222000,0.96359205,0.98267746,24.668434,1.0
1230000,0.96359205,0.98267746,24.668434,1.0
1238000,-0.9513716,-0.97021496,24.668434,1.0
1242000,-0.74641657,-0.7612005,24.668434,1.0
1250000,-0.74641657,-0.7612005,24.668434,1.0
1254000,0.6570044,0.67001736,24.668434,1.0
1262000,0.5411859,0.5519049,24.668434,1.0
1270000,0.5411859,0.5519034,24.668434,1.0
1274000,0.7156622,0.729835,24.668434,1.0
1279000,0.7156622,0.729835,24.668434,1.0
1287000,-0.7568561,-0.7718447,24.668434,1.0
1291000,-0.7568561,-0.7718447,24.668434,1.0
1299000,-0.38072276,-0.3882625,24.668434,1.0
1307000,0.63209933,0.64461726,24.668434,1.0
1311000,0.63209933,0.64461726,24.668434,1.0
1319000,-0.44574824,-0.45457572,24.668434,1.0
1327000,-0.8920228,-0.9096842,24.668434,1.0
1331000,-0.8920228,-0.9096842,24.668434,1.0
1335000,0.37778002,0.38525978,24.668434,1.0
1339000,0.37778002,0.38525978,24.668434,1.0
1343000,0.53846383,0.549125,24.668434,1.0
1347000,0.53846383,0.549125,24.668434,1.0
1355000,-0.2563762,-0.26145226,24.668434,1.0
1359000,-0.2563762,-0.26145226,24.668434,1.0
1367000,-1.0147902,-1.0348822,24.668434,1.0
1371000,-1.0147902,-1.0348822,24.668434,1.0
1375000,0.8581538,0.8751446,24.668434,1.0
1379000,0.8581538,0.87514687,24.668434,1.0
1387000,-0.9886128,-1.0081891,24.668434,1.0
1391000,-0.9886128,-1.0081891,24.668434,1.0
1399000,-0.88145334,-0.8989077,24.668434,1.0
1403000,-1.0296078,-1.0499959,24.668434,1.0
1412000,0.99523157,1.014939,24.668434,1.0
1416000,0.99523157,1.014939,24.668434,1.0
1424000,0.85431755,0.8712346,24.668434,1.0
1428000,0.85431755,0.8712346,24.668434,1.0
1432000,-1.0118235,-1.0318613,24.668434,1.0
1444000,-0.3050912,-0.31113312,24.668434,1.0
1448000,-0.3050912,-0.31113312,24.668434,1.0
1452000,-0.40188524,-0.40984404,24.668434,1.0
1460000,-0.40188524,-0.40984404,24.668434,1.0
1468000,0.2905559,0.29630995,24.668434,1.0
1472000,-1.0127062,-1.0327615,24.668434,1.0
1484000,-0.6414895,-0.65419173,24.668434,1.0
1488000,-0.6414895,-0.65419173,24.668434,1.0
1496000,0.9123346,0.9303999,24.668434,1.0
1500000,0.9123346,0.9303999,24.668434,1.0
1504000,0.56589204,0.57709736,24.668434,1.0
1512000,-0.6003615,-0.6122494,24.668434,1.0
1520000,-0.6003615,-0.6122494,24.668434,1.0
1528000,-0.58731943,-0.598949,24.668434,1.0
1532000,1.0271046,1.0474472,24.668434,1.0
1540000,1.0271046,1.0474472,24.668434,1.0
1544000,-0.70318145,-0.7171085,24.668434,1.0
1548000,-0.70318145,-0.7171085,24.668434,1.0
1552000,1.0252738,1.0455801,24.668434,1.0
1556000,1.0252738,1.0455801,24.668434,1.0
1560000,1.0252738,1.0455801,24.668434,1.0
1568000,0.15625894,0.15935378,24.668434,1.0
1572000,0.8610752,0.8781295,24.668434,1.0
1580000,0.8610752,0.8781295,24.668434,1.0
1588000,0.81368375,0.8297971,24.668434,1.0
1592000,-0.6332413,-0.64578134,24.668434,1.0
1600000,-0.6332413,-0.64578134,24.668434,1.0
1604000,-0.8600118,-0.8770426,24.668434,1.0
1608000,-0.8600118,-0.8770426,24.668434,1.0
1612000,0.6197,0.6319719,24.668434,1.0
1620000,0.6197,0.6319719,24.668434,1.0
1628000,-0.08555369,-0.0872479,24.668434,1.0
1632000,0.29035485,0.29610473,24.668434,1.0
1636000,0.29035485,0.29610506,24.668434,1.0
1644000,-0.9305582,-0.94898707,24.668434,1.0
1648000,-0.9305582,-0.94898707,24.668434,1.0
1656000,-0.4455817,-0.45440605,24.668434,1.0
1660000,-0.4455817,-0.45440605,24.668434,1.0
1668000,-0.65074575,-0.66363317,24.668434,1.0
1680000,-0.83010375,-0.84654325,24.668434,1.0
1684000,0.9828218,1.0022857,24.668434,1.0
1688000,0.9828218,1.0022855,24.668434,1.0
1692000,-0.27968663,-0.2852255,24.668434,1.0
1696000,-0.27968663,-0.2852255,24.668434,1.0
1704000,-0.9619099,-0.9809594,24.668434,1.0
1708000,-0.9619099,-0.9809594,24.668434,1.0
1712000,0.4002848,0.40821198,24.668434,1.0
1716000,0.4002848,0.40821198,24.668434,1.0
1720000,0.4002848,0.40821198,24.668434,1.0
1724000,-0.66112095,-0.6742137,24.668434,1.0
1728000,-0.66112095,-0.6742137,24.668434,1.0
1732000,-0.47243467,-0.48179072,24.668434,1.0
1740000,-0.47243467,-0.4817902,24.668434,1.0
1744000,-0.92902285,-0.9474201,24.668434,1.0
1752000,-1.0144103,-1.0344985,24.668434,1.0
1764000,0.98041254,0.99982744,24.668434,1.0
1768000,0.98041254,0.99982744,24.668434,1.0
1772000,-1.0226836,-1.0429356,24.668434,1.0
1782000,-1.0226836,-1.0429356,24.668434,1.0
1786000,-0.11513324,-0.1174132,24.668434,1.0
1790000,-0.11513324,-0.1174132,24.668434,1.0
1794000,0.26306906,0.26827797,24.668434,1.0
1798000,0.26306906,0.26827797,24.668434,1.0
1802000,0.17872772,0.18226662,24.668434,1.0
1810000,0.17872772,0.18226662,24.668434,1.0
1814000,-0.32172465,-0.328095,24.668434,1.0
1818000,-0.32172465,-0.328095,24.668434,1.0
1822000,0.8776501,0.89502805,24.668434,1.0
1830000,0.8776501,0.89502805,24.668434,1.0
1834000,-1.0081147,-1.0280759,24.668434,1.0
1838000,-1.0081147,-1.0280759,24.668434,1.0
1842000,0.7710934,0.7863615,24.668434,1.0
1851000,0.7710934,0.7863653,24.668434,1.0
1863000,-0.77625734,-0.79163146,24.668434,1.0
1868000,-0.77625734,-0.79163146,24.668434,1.0
1872000,0.91739404,0.93556345,24.668434,1.0
1880000,0.91739404,0.93556345,24.668434,1.0
1884000,0.9850901,1.0046002,24.668434,1.0
1888000,0.9850901,1.0046002,24.668434,1.0
1892000,0.80973494,0.8257721,24.668434,1.0
1900000,0.80973494,0.8257678,24.668434,1.0
1908000,0.3173636,0.32364744,24.668434,1.0
1912000,-0.9586414,-0.9776227,24.668434,1.0
1916000,-0.9586414,-0.9776227,24.668434,1.0
1920000,-0.9586414,-0.9776227,24.668434,1.0
1928000,-0.6783947,-0.691827,24.668434,1.0
1936000,-0.83859396,-0.85519826,24.668434,1.0
1940000,-0.83859396,-0.85519826,24.668434,1.0
1948000,0.7526999,0.76760584,24.668434,1.0
1952000,0.9060599,0.9240029,24.668434,1.0
1960000,0.9060599,0.9240029,24.668434,1.0
1968000,-0.65231663,-0.6652346,24.668434,1.0
1976000,0.99421364,1.0139023,24.668434,1.0
1980000,0.99421364,1.0139023,24.668434,1.0
1988000,0.80787486,0.82387346,24.668434,1.0
1997000,0.68651056,0.7001062,24.668434,1.0
2001000,0.68651056,0.7001062,24.668434,1.0
2009000,0.3259965,0.33245254,24.668434,1.0
